750	812	1	8
180	758	2	4
903	188	3	1
359	795	4	10
113	78	5	2
733	770	6	9
575	307	7	2
783	18	8	3
754	402	9	7
130	465	10	8
576	911	11	2
893	225	12	7
395	658	13	5
210	195	14	10
937	763	15	8
272	147	16	7
395	444	17	3
122	86	18	4
974	169	19	10
783	336	20	8
666	738	21	5
865	913	22	7
186	516	23	5
417	64	24	10
257	287	25	3
910	627	26	7
278	105	27	10
316	891	28	1
169	935	29	5
856	960	30	7
982	276	31	1
538	363	32	10
956	354	33	6
32	513	34	1
831	798	35	2
19	476	36	6
74	238	37	1
431	550	38	6
246	559	39	9
69	796	40	9
710	232	41	2
1	24	42	1
57	435	43	2
776	326	44	8
359	506	45	5
982	909	46	10
597	495	47	5
197	946	48	4
161	218	49	10
294	533	50	4
507	407	51	2
999	115	52	9
447	838	53	8
785	577	54	3
242	837	55	7
873	443	56	1
371	497	57	9
620	933	58	8
234	138	59	7
949	904	60	7
90	776	61	3
818	280	62	1
836	312	63	1
914	339	64	7
678	698	65	8
785	779	66	4
773	542	67	2
663	195	68	8
47	582	69	8
375	674	70	8
964	164	71	10
485	904	72	1
494	931	73	9
510	779	74	6
384	661	75	6
230	708	76	1
240	654	77	3
412	72	78	6
117	757	79	5
528	377	80	4
533	882	81	10
592	506	82	10
787	700	83	10
328	384	84	8
130	104	85	1
951	860	86	9
578	284	87	8
821	520	88	6
584	218	89	2
966	507	90	10
880	11	91	5
539	290	92	7
803	230	93	9
88	651	94	1
871	543	95	3
50	472	96	8
327	716	97	2
305	651	98	9
893	35	99	9
813	510	100	3
521	951	101	2
311	389	102	5
90	244	103	7
323	940	104	9
805	487	105	4
517	246	106	5
189	237	107	3
386	314	108	10
644	816	109	8
437	771	110	6
806	565	111	1
694	438	112	9
208	923	113	3
173	194	114	4
404	799	115	2
512	38	116	4
600	861	117	1
288	193	118	1
657	601	119	9
395	755	120	1
738	743	121	3
641	122	122	9
904	541	123	3
321	869	124	7
444	830	125	3
269	926	126	10
328	560	127	6
340	412	128	7
282	305	129	7
529	288	130	10
122	6	131	10
246	112	132	10
790	140	133	8
78	463	134	5
708	564	135	10
937	148	136	6
581	822	137	3
74	548	138	9
383	281	139	10
916	108	140	3
448	728	141	7
813	362	142	9
102	569	143	5
144	433	144	7
216	78	145	4
948	141	146	9
547	331	147	5
821	720	148	1
115	160	149	9
685	134	150	1
134	953	151	4
789	12	152	10
780	456	153	10
770	745	154	4
658	856	155	7
463	512	156	2
355	233	157	7
878	263	158	7
397	602	159	10
7	24	160	8
978	129	161	10
511	150	162	8
402	660	163	7
666	721	164	7
85	333	165	9
239	78	166	7
22	768	167	2
4	502	168	4
99	625	169	5
35	389	170	4
386	832	171	7
836	15	172	3
52	161	173	9
259	994	174	8
87	735	175	1
106	821	176	4
523	654	177	2
845	520	178	4
484	198	179	7
945	588	180	6
706	329	181	10
500	841	182	1
853	796	183	2
246	780	184	4
720	975	185	10
849	280	186	4
5	813	187	6
892	536	188	1
588	182	189	2
644	627	190	10
145	349	191	8
737	659	192	3
736	857	193	4
142	846	194	3
196	87	195	9
836	687	196	2
943	421	197	3
486	874	198	3
149	142	199	2
409	819	200	9
239	925	201	3
983	257	202	3
496	648	203	2
610	456	204	3
749	349	205	6
454	775	206	6
878	131	207	4
979	10	208	7
833	574	209	2
932	597	210	4
956	862	211	4
454	168	212	3
463	750	213	8
219	573	214	9
173	195	215	9
11	210	216	8
340	879	217	3
566	265	218	9
232	30	219	10
560	92	220	2
749	802	221	10
648	726	222	3
168	44	223	3
462	315	224	5
328	992	225	6
669	820	226	2
264	450	227	3
607	204	228	10
471	736	229	10
873	289	230	9
968	971	231	6
998	691	232	6
955	997	233	4
796	442	234	3
618	458	235	7
215	311	236	5
837	409	237	6
329	874	238	2
127	517	239	7
868	952	240	8
927	419	241	6
871	411	242	10
572	357	243	10
33	393	244	4
681	257	245	1
394	545	246	5
578	945	247	6
507	369	248	10
254	111	249	2
100	697	250	3
199	869	251	2
552	281	252	3
668	820	253	1
472	786	254	2
204	335	255	8
363	278	256	3
366	667	257	6
142	308	258	4
216	625	259	5
453	914	260	3
235	375	261	2
499	609	262	1
221	689	263	3
509	615	264	10
955	783	265	1
129	275	266	3
702	420	267	10
758	213	268	7
272	718	269	9
594	761	270	10
624	134	271	10
379	658	272	7
783	965	273	2
939	588	274	4
174	265	275	1
350	512	276	8
260	582	277	2
934	148	278	8
715	514	279	2
414	756	280	1
47	274	281	1
414	972	282	4
582	300	283	6
896	858	284	7
34	483	285	4
985	969	286	5
13	245	287	7
714	625	288	6
569	81	289	8
557	150	290	3
303	421	291	1
78	986	292	2
351	962	293	3
661	897	294	5
328	51	295	9
298	331	296	2
761	370	297	6
67	233	298	2
356	40	299	10
413	298	300	10
837	886	301	9
3	421	302	3
921	965	303	7
391	868	304	6
535	511	305	10
208	874	306	6
29	11	307	2
829	811	308	4
508	215	309	7
647	997	310	4
9	356	311	9
896	751	312	6
728	423	313	1
14	48	314	7
701	742	315	8
500	456	316	2
386	368	317	6
148	872	318	9
642	92	319	8
309	984	320	5
827	618	321	3
632	46	322	8
222	572	323	10
975	859	324	8
965	362	325	9
668	223	326	6
634	179	327	4
581	433	328	1
406	860	329	5
20	840	330	9
257	80	331	6
554	34	332	1
444	967	333	5
407	477	334	3
64	967	335	10
275	127	336	1
600	196	337	7
996	126	338	1
224	55	339	8
44	747	340	8
54	435	341	1
964	746	342	3
480	593	343	10
874	114	344	8
490	279	345	3
58	9	346	10
140	622	347	10
56	132	348	4
471	875	349	6
88	306	350	7
838	952	351	5
325	88	352	6
837	279	353	7
51	652	354	1
278	433	355	1
64	821	356	5
275	162	357	2
474	139	358	10
877	271	359	9
443	319	360	2
318	187	361	4
815	559	362	10
645	79	363	7
307	598	364	5
853	484	365	7
518	206	366	2
115	145	367	3
590	605	368	8
863	394	369	3
736	826	370	7
437	185	371	2
802	78	372	5
336	495	373	10
899	434	374	6
520	24	375	1
236	167	376	7
734	643	377	5
923	425	378	10
780	39	379	7
352	843	380	2
374	75	381	10
176	676	382	5
546	736	383	9
787	980	384	4
478	492	385	2
257	555	386	9
294	653	387	2
233	506	388	10
562	25	389	8
709	62	390	5
458	596	391	6
405	519	392	10
363	95	393	5
547	858	394	3
796	376	395	2
251	347	396	8
542	219	397	3
360	440	398	9
439	896	399	7
705	506	400	9
172	572	401	1
584	445	402	4
989	160	403	4
585	606	404	9
470	355	405	1
607	251	406	6
329	543	407	2
448	115	408	6
134	241	409	10
948	228	410	5
660	116	411	8
658	247	412	4
182	481	413	6
26	817	414	3
341	812	415	8
382	140	416	3
923	614	417	5
843	56	418	6
86	692	419	6
574	214	420	8
317	289	421	9
364	566	422	4
344	864	423	6
773	458	424	5
602	682	425	5
889	531	426	2
945	217	427	9
469	568	428	9
668	908	429	9
389	122	430	1
54	378	431	6
575	601	432	2
133	341	433	10
220	113	434	2
451	326	435	5
101	827	436	9
851	665	437	6
652	91	438	3
155	873	439	6
249	929	440	10
498	350	441	3
984	953	442	7
230	935	443	4
668	829	444	10
268	681	445	10
22	705	446	8
930	628	447	6
391	149	448	2
694	514	449	4
418	931	450	4
393	55	451	10
527	274	452	4
553	970	453	5
803	939	454	2
589	848	455	6
62	571	456	2
287	927	457	3
694	916	458	4
786	303	459	6
452	613	460	5
695	543	461	10
595	812	462	3
15	624	463	10
847	97	464	4
446	895	465	8
523	850	466	7
907	299	467	2
392	473	468	10
294	862	469	6
535	585	470	10
512	133	471	4
801	357	472	5
392	642	473	8
255	669	474	5
300	760	475	8
576	150	476	4
402	213	477	5
183	933	478	1
439	698	479	5
421	475	480	7
414	756	481	6
503	298	482	2
115	160	483	10
329	786	484	8
233	180	485	3
822	44	486	1
391	663	487	1
762	329	488	5
920	375	489	10
483	291	490	2
228	457	491	1
603	664	492	9
857	844	493	3
922	91	494	7
796	133	495	1
228	61	496	1
190	336	497	7
15	300	498	3
465	283	499	10
494	150	500	5
56	808	501	4
637	376	502	8
987	100	503	10
184	238	504	2
708	672	505	8
278	790	506	6
898	565	507	10
782	329	508	3
53	590	509	1
968	526	510	5
299	982	511	3
127	658	512	8
527	133	513	7
515	558	514	8
323	255	515	6
729	416	516	10
407	345	517	7
383	418	518	10
359	348	519	8
452	148	520	2
548	657	521	6
563	784	522	5
755	567	523	1
465	889	524	5
844	790	525	2
862	712	526	7
558	835	527	7
550	670	528	6
12	470	529	7
738	659	530	8
578	878	531	9
255	373	532	10
173	952	533	5
966	704	534	9
97	29	535	6
288	883	536	7
412	150	537	4
795	843	538	10
356	201	539	1
119	908	540	1
671	591	541	5
562	381	542	4
90	981	543	7
703	137	544	5
767	145	545	10
398	709	546	10
151	592	547	8
521	881	548	7
444	489	549	6
305	43	550	4
918	194	551	10
442	319	552	6
398	622	553	9
268	487	554	3
324	159	555	3
396	844	556	9
708	119	557	1
522	681	558	10
754	285	559	4
675	870	560	1
638	871	561	5
589	590	562	9
277	1	563	4
5	523	564	8
71	56	565	7
50	496	566	5
364	315	567	4
272	194	568	9
397	771	569	10
230	312	570	3
486	66	571	9
54	39	572	10
699	760	573	10
300	528	574	5
632	246	575	1
217	771	576	3
89	220	577	2
445	635	578	6
36	801	579	2
462	269	580	10
948	769	581	5
69	757	582	4
331	570	583	8
793	732	584	5
373	827	585	1
739	960	586	9
165	706	587	8
120	519	588	6
319	504	589	8
554	422	590	8
409	615	591	9
121	630	592	2
401	6	593	4
222	178	594	9
833	93	595	7
200	821	596	5
555	119	597	4
823	343	598	1
117	544	599	3
890	722	600	1
194	561	601	7
812	622	602	10
345	129	603	9
661	378	604	9
472	309	605	3
121	990	606	9
644	177	607	7
507	636	608	10
277	703	609	8
362	309	610	6
523	47	611	1
68	387	612	2
808	218	613	4
598	115	614	4
42	47	615	9
2	466	616	3
397	135	617	1
367	485	618	2
200	471	619	3
295	899	620	8
864	639	621	8
261	398	622	8
681	325	623	8
26	841	624	10
809	323	625	3
758	860	626	6
937	993	627	7
784	926	628	3
525	544	629	1
972	842	630	7
384	287	631	2
903	200	632	10
324	740	633	10
130	265	634	4
411	685	635	10
917	119	636	8
662	542	637	4
416	425	638	1
628	434	639	6
931	284	640	4
204	850	641	5
67	524	642	10
506	365	643	5
547	225	644	3
918	497	645	4
430	341	646	4
821	325	647	8
934	548	648	4
944	79	649	2
700	618	650	4
721	738	651	2
153	619	652	2
806	201	653	6
473	839	654	2
601	458	655	1
639	108	656	8
62	619	657	5
144	859	658	7
260	75	659	8
210	92	660	9
933	845	661	4
762	567	662	8
638	824	663	10
630	668	664	6
736	757	665	10
124	599	666	9
772	266	667	7
367	482	668	2
305	56	669	2
276	861	670	3
215	915	671	4
684	990	672	5
600	982	673	10
814	372	674	1
829	785	675	6
849	224	676	8
387	197	677	10
665	62	678	5
567	861	679	8
740	273	680	10
534	446	681	4
58	567	682	2
456	991	683	10
982	362	684	6
647	796	685	1
435	866	686	8
508	316	687	9
902	390	688	7
339	793	689	1
160	29	690	9
392	126	691	5
888	970	692	10
921	348	693	7
650	43	694	2
321	131	695	9
810	523	696	2
946	629	697	5
817	636	698	2
969	43	699	9
127	180	700	6
946	404	701	7
100	588	702	5
592	592	703	6
578	157	704	5
261	371	705	9
874	838	706	7
688	767	707	3
87	38	708	9
326	363	709	3
511	491	710	10
462	94	711	6
701	513	712	7
671	639	713	7
904	136	714	7
933	48	715	7
201	543	716	4
12	737	717	6
494	888	718	5
668	345	719	9
272	118	720	3
49	586	721	10
795	972	722	1
482	46	723	7
25	675	724	9
25	542	725	6
416	123	726	1
185	867	727	5
750	488	728	8
857	527	729	6
213	890	730	10
105	637	731	10
370	704	732	9
54	845	733	4
574	823	734	6
987	283	735	8
493	799	736	6
402	311	737	7
195	119	738	3
492	930	739	4
891	949	740	3
35	841	741	1
829	646	742	5
145	265	743	6
866	590	744	7
801	872	745	5
136	577	746	3
247	166	747	1
854	170	748	1
727	683	749	9
970	930	750	4
984	311	751	9
7	773	752	8
496	36	753	2
132	402	754	8
406	371	755	4
159	170	756	9
509	935	757	10
629	174	758	1
149	201	759	7
131	855	760	1
752	55	761	9
265	62	762	1
865	941	763	10
320	741	764	7
844	476	765	6
103	273	766	10
893	950	767	10
565	915	768	7
288	379	769	8
901	294	770	5
637	608	771	2
937	293	772	7
424	536	773	1
926	536	774	6
633	375	775	4
847	973	776	5
853	116	777	3
219	595	778	1
93	740	779	9
742	778	780	1
411	875	781	3
176	132	782	2
967	362	783	3
683	770	784	10
67	842	785	5
921	843	786	1
437	405	787	10
926	798	788	3
183	650	789	5
326	818	790	3
586	282	791	7
105	157	792	5
315	811	793	4
919	171	794	1
965	368	795	2
117	360	796	7
829	313	797	1
476	488	798	5
819	163	799	1
669	751	800	4
24	618	801	1
358	342	802	3
252	849	803	5
607	439	804	10
547	159	805	9
813	411	806	2
374	207	807	1
112	287	808	2
142	107	809	3
174	302	810	8
900	405	811	3
266	794	812	7
114	423	813	5
530	172	814	8
581	723	815	8
856	309	816	10
532	336	817	3
497	535	818	7
391	291	819	7
84	393	820	3
166	574	821	9
294	260	822	3
581	20	823	4
650	143	824	2
977	457	825	8
802	823	826	3
772	663	827	7
674	423	828	5
347	507	829	6
845	496	830	1
136	836	831	6
778	883	832	9
559	852	833	9
939	772	834	6
728	55	835	4
712	484	836	8
878	679	837	4
939	962	838	2
839	207	839	2
992	898	840	5
354	276	841	2
946	403	842	5
141	57	843	7
870	343	844	10
754	361	845	6
948	507	846	6
280	745	847	3
413	654	848	3
466	890	849	1
721	918	850	9
826	193	851	1
828	217	852	8
894	526	853	2
65	703	854	7
916	835	855	3
980	266	856	9
682	199	857	4
754	516	858	8
798	409	859	3
305	936	860	4
627	590	861	7
348	798	862	7
936	766	863	8
30	211	864	9
509	728	865	8
891	632	866	2
548	677	867	4
951	274	868	1
990	906	869	9
252	599	870	10
414	126	871	6
513	778	872	10
87	132	873	8
835	139	874	7
820	874	875	7
892	971	876	9
981	706	877	7
142	504	878	10
169	945	879	5
789	954	880	7
102	351	881	1
428	933	882	4
374	962	883	3
577	811	884	3
649	285	885	6
949	100	886	3
384	94	887	3
868	412	888	9
242	605	889	5
703	112	890	2
397	311	891	9
344	460	892	10
275	133	893	7
661	230	894	9
995	932	895	7
480	772	896	1
166	590	897	5
320	9	898	6
986	902	899	9
164	783	900	2
371	818	901	8
891	629	902	8
127	700	903	9
636	945	904	10
42	758	905	2
340	957	906	8
672	438	907	9
289	115	908	3
534	533	909	6
610	903	910	1
364	596	911	7
68	194	912	7
769	9	913	2
243	839	914	1
838	415	915	2
477	388	916	10
886	242	917	7
490	403	918	4
640	581	919	6
639	593	920	4
467	840	921	10
365	668	922	8
552	954	923	3
449	537	924	8
118	718	925	8
600	53	926	3
747	729	927	7
305	989	928	7
262	706	929	2
108	731	930	9
430	287	931	3
432	269	932	4
181	422	933	10
144	403	934	10
777	477	935	8
117	506	936	8
479	260	937	4
588	611	938	8
621	138	939	10
980	849	940	3
159	374	941	3
659	821	942	8
786	321	943	9
246	590	944	8
202	512	945	10
861	18	946	5
68	456	947	5
155	85	948	2
699	844	949	4
945	393	950	8
314	770	951	1
829	638	952	2
501	434	953	9
80	996	954	1
136	155	955	8
262	288	956	7
751	76	957	10
902	283	958	2
529	234	959	5
900	987	960	10
86	599	961	6
777	655	962	3
819	242	963	7
664	171	964	3
775	980	965	5
223	924	966	10
273	606	967	8
862	564	968	5
510	227	969	8
957	831	970	1
958	924	971	3
164	879	972	2
963	346	973	1
619	552	974	8
73	498	975	3
473	604	976	6
556	261	977	6
286	196	978	10
212	466	979	9
62	743	980	2
850	444	981	3
235	954	982	8
858	848	983	10
439	817	984	4
844	296	985	4
670	562	986	8
257	620	987	10
713	385	988	7
947	663	989	7
370	626	990	9
817	483	991	9
311	602	992	4
95	381	993	3
554	384	994	6
568	40	995	2
360	463	996	7
519	720	997	4
711	752	998	5
443	492	999	5
676	664	1000	6
721	198	1001	7
987	596	1002	8
612	267	1003	10
205	355	1004	2
257	329	1005	1
469	588	1006	8
145	58	1007	5
401	17	1008	6
421	247	1009	6
743	791	1010	10
114	573	1011	9
783	770	1012	6
688	80	1013	7
269	158	1014	1
464	267	1015	4
318	887	1016	10
713	212	1017	10
573	782	1018	3
653	331	1019	6
78	733	1020	9
172	965	1021	4
900	501	1022	4
405	181	1023	5
255	327	1024	4
240	321	1025	5
352	4	1026	7
323	420	1027	9
396	358	1028	6
815	668	1029	9
187	121	1030	8
28	119	1031	7
472	673	1032	9
357	95	1033	9
545	934	1034	8
485	541	1035	6
246	395	1036	3
397	193	1037	5
145	803	1038	6
865	245	1039	9
531	585	1040	6
527	442	1041	4
939	411	1042	8
534	761	1043	10
749	114	1044	4
429	229	1045	10
257	789	1046	8
18	743	1047	7
664	64	1048	1
201	744	1049	3
79	377	1050	10
136	768	1051	9
785	934	1052	2
262	894	1053	8
921	347	1054	5
965	643	1055	8
189	100	1056	1
6	586	1057	4
858	268	1058	3
473	823	1059	2
718	933	1060	1
205	713	1061	9
433	405	1062	1
567	968	1063	7
421	837	1064	7
588	824	1065	4
64	329	1066	2
977	110	1067	3
923	120	1068	10
861	813	1069	5
980	367	1070	9
334	809	1071	6
63	166	1072	8
224	337	1073	5
414	923	1074	10
240	126	1075	10
223	541	1076	9
492	19	1077	5
750	577	1078	5
559	613	1079	9
304	663	1080	2
461	911	1081	4
515	486	1082	5
747	482	1083	10
438	307	1084	4
101	39	1085	6
417	674	1086	5
506	956	1087	1
149	65	1088	10
100	265	1089	2
843	142	1090	5
915	304	1091	8
651	780	1092	8
401	54	1093	9
487	235	1094	1
469	811	1095	4
72	303	1096	8
969	77	1097	5
451	317	1098	7
381	46	1099	1
553	151	1100	7
228	967	1101	4
871	819	1102	6
595	705	1103	9
445	310	1104	3
218	393	1105	7
283	66	1106	1
895	202	1107	5
864	250	1108	6
658	302	1109	9
991	117	1110	10
203	518	1111	7
292	42	1112	5
81	623	1113	8
220	785	1114	2
297	204	1115	5
679	656	1116	9
48	959	1117	1
114	784	1118	8
890	943	1119	1
242	938	1120	3
732	101	1121	6
723	379	1122	3
611	179	1123	5
935	367	1124	5
559	72	1125	9
346	692	1126	3
818	758	1127	3
478	488	1128	7
476	118	1129	4
274	266	1130	8
396	766	1131	7
723	714	1132	6
195	725	1133	6
391	203	1134	8
145	680	1135	5
973	2	1136	8
1000	329	1137	1
120	556	1138	2
466	790	1139	3
935	882	1140	4
392	182	1141	1
326	546	1142	9
782	510	1143	1
624	693	1144	6
249	435	1145	8
23	762	1146	4
450	164	1147	8
568	261	1148	4
916	878	1149	4
562	154	1150	5
1000	125	1151	4
919	97	1152	1
392	669	1153	9
742	508	1154	7
123	775	1155	9
677	490	1156	5
63	544	1157	2
614	134	1158	7
353	202	1159	2
7	202	1160	4
974	593	1161	10
556	639	1162	5
749	969	1163	3
349	643	1164	1
547	88	1165	8
918	665	1166	10
695	837	1167	4
320	112	1168	1
712	290	1169	3
